,code_id,period_id,timestamp,end_timestamp,code,Half,00. Start Phase,02. Situation Type,03. Outcomes,04. Rating,01. Phase
225,226,1,4000.7270438911582,4027.294187308158,O2 Build Up,2nd Half,O2 Build Up,O3 to O2,Stay In Phase,Neutral,
226,227,1,4008.659332850159,4033.3931708081586,O3 Break Through,2nd Half,O3 Break Through,Wide Link Up Play,"Cross, Shot, Set-Piece or Box Entry",Successful,Established Play
227,228,1,4014.2275595578258,4038.825442391159,O4 Finishing,2nd Half,O4 Finishing,Chipball,DEF Transition,Unsuccessful,Established Play
228,229,1,4031.992247182825,4043.893832849492,D1 Counterpress,2nd Half,,After O3/O4,"Intercept. -> Estab. (O1, O2, O3)",Successful,
229,230,1,4042.326492849825,4070.1274490164915,O2 Build Up,2nd Half,O2 Build Up,O2 Throw-In,Progress to Next Phase,Successful,
230,231,1,4051.3272395994923,4076.3262367248244,O3 Break Through,2nd Half,O3 Break Through,Early Through Pass or Cross,"Cross, Shot, Set-Piece or Box Entry",Successful,Established Play
231,232,1,4057.293547599825,4079.726546100158,O4 Finishing,2nd Half,O4 Finishing,Square Pass,"Cross, Shot, Set-Piece or Box Entry",Neutral,Established Play
232,233,1,4066.660341391492,4121.9937018918245,O4 Finishing,2nd Half,O4 Finishing,Front Area,,,Corner Kick
233,234,1,4111.993323433491,4122.993323433491,off corner,2nd Half,,,"Cross, Shot, Set-Piece or Box Entry",Neutral,
234,235,1,4120.128213974825,4134.591976849492,D3 High Pressing,2nd Half,,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,
235,236,1,4132.7615723501585,4152.360337557826,D3 Middle / Lower Pressing,2nd Half,,D3 Press on Throw-In,Stay In Phase,Neutral,
236,237,1,4153.161751849491,4178.392784974825,D3 High Pressing,2nd Half,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,
237,238,1,4166.261808683159,4232.427602516491,O4 Finishing,2nd Half,O4 Finishing,Back Area,,,Lateral Free Kick
238,239,1,4222.327619683158,4233.327619683158,off free kick,2nd Half,,Back Area,"Cross, Shot, Set-Piece or Box Entry",Neutral,
239,240,1,4234.692421682825,4255.960395266158,D3 High Pressing,2nd Half,,D3 Goal Kick or Free Kick,Direct to O3/O4 OFF Transit,Successful,
240,241,1,4237.227629516492,4267.161812349491,O3 Break Through,2nd Half,O3 Break Through,D3 High Press on Opp. Half,Keep The Ball,Neutral,Transition
241,242,1,4268.794355850158,4289.096018808492,O2 Build Up,2nd Half,O2 Build Up,O3 to O2,Ball Loss --> D3 Press,Unsuccessful,
242,243,1,4289.359770641158,4362.761808766159,D3 Middle / Lower Pressing,2nd Half,,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,
243,244,1,4347.662258433158,4366.994204808491,D4 Defending the Box,2nd Half,,Chipball,"Cross, Shot, Set-Piece or Box Entry",Neutral,Established Play
244,245,1,4366.094414308492,4395.962911933491,O3 Break Through,2nd Half,O3 Break Through,1v1 Wide / Halfspace,Keep The Ball,Neutral,Established Play
245,246,1,4368.927749349825,4384.594167475158,O1 Play from the Back,2nd Half,O1 Play from the Back,O1 After Regain,Progress to O3-O4,Successful,
246,247,1,4379.994072016825,4405.260901516493,O3 Break Through,2nd Half,O3 Break Through,Wide Link Up Play,Ball Loss --> D3 Press,Unsuccessful,Established Play
247,248,1,4414.563090557825,4455.762660433492,D3 Middle / Lower Pressing,2nd Half,,After Ball Loss,Direct to O3/O4 OFF Transit,Successful,
248,249,1,4438.461081766492,4463.127491183159,O3 Break Through,2nd Half,O3 Break Through,D3 Win Ball Low/Middle,Keep The Ball,Neutral,Transition
249,250,1,4468.730603516158,4525.261124266492,O2 Build Up,2nd Half,O2 Build Up,O2 Throw-In,Stay In Phase,Neutral,
250,251,1,4514.097803766492,4549.2292242668245,O3 Break Through,2nd Half,O3 Break Through,Long Throw,"Cross, Shot, Set-Piece or Box Entry",Successful,Throw In
251,252,1,4529.996278307825,4553.764334391824,O4 Finishing,2nd Half,O4 Finishing,Long Throw,"Cross, Shot, Set-Piece or Box Entry",Neutral,Throw In
252,253,1,4549.429857058158,4577.76381897516,O3 Break Through,2nd Half,O3 Break Through,Wide Link Up Play,Keep The Ball,Neutral,Established Play
253,254,1,4558.5955396834925,4568.464411932824,O2 Build Up,2nd Half,O2 Build Up,O2 After Regain,Progress to Next Phase,Successful,
254,255,1,4571.164713641158,4595.564478349826,O4 Finishing,2nd Half,O4 Finishing,Chipball,"Cross, Shot, Set-Piece or Box Entry",Neutral,Established Play
255,256,1,4575.728413558491,4586.994878099826,O2 Build Up,2nd Half,O2 Build Up,O3 to O2,Progress to O4,Successful,
256,257,1,4580.063782475158,4605.329189891159,O3 Break Through,2nd Half,O3 Break Through,Wide Link Up Play,"Cross, Shot, Set-Piece or Box Entry",Successful,Established Play
257,258,1,4586.095071683491,4608.529210807826,O4 Finishing,2nd Half,O4 Finishing,Square Pass,"Cross, Shot, Set-Piece or Box Entry",Neutral,Established Play
258,259,1,4589.996158807825,4634.231303725158,O3 Break Through,2nd Half,O3 Break Through,Early Through Pass or Cross,"Cross, Shot, Set-Piece or Box Entry",Successful,Established Play
259,260,1,4637.5651716411585,4689.563044474492,O4 Finishing,2nd Half,O4 Finishing,Back Area,"Cross, Shot, Set-Piece or Box Entry",Neutral,Lateral Free Kick
260,261,1,4677.128756932825,4688.128756932825,off free kick,2nd Half,,Back Area,,,
261,262,1,4684.430207307825,4701.663652058491,D1 Counterpress,2nd Half,,After O3/O4,"Intercept. -> Estab. (O1, O2, O3)",Successful,
262,263,1,4696.930300141825,4724.796243058492,O4 Finishing,2nd Half,O4 Finishing,Short Throw-In,"Cross, Shot, Set-Piece or Box Entry",Neutral,Throw In
263,264,1,4717.698666225158,4747.496890016158,D1 Counterpress,2nd Half,,After O3/O4,Direct to O3/O4 OFF Transit,Successful,
264,265,1,4731.029949100159,4761.398821641491,O3 Break Through,2nd Half,O3 Break Through,After D4 Def. Box,"Cross, Shot, Set-Piece or Box Entry",Successful,Transition
265,266,1,4742.095711433492,4764.796368391825,O4 Finishing,2nd Half,O4 Finishing,1v1,"Cross, Shot, Set-Piece or Box Entry",Neutral,Transition
266,267,1,4763.898106725158,4812.065835391825,O4 Finishing,2nd Half,O4 Finishing,Front Area,"Cross, Shot, Set-Piece or Box Entry",Neutral,Corner Kick
267,268,1,4793.165438974824,4804.165438974824,off corner,2nd Half,,,,,
268,269,1,4807.131296057825,4829.765732641492,O3 Break Through,2nd Half,O3 Break Through,Wide Link Up Play,"Cross, Shot, Set-Piece or Box Entry",Successful,Established Play
269,270,1,4810.531087432825,4835.364740725159,O4 Finishing,2nd Half,O4 Finishing,Chipball,"Cross, Shot, Set-Piece or Box Entry",Neutral,Established Play
270,271,1,4810.630832891492,4824.897864433491,O2 Build Up,2nd Half,O2 Build Up,O3 to O2,Progress to Next Phase,Successful,
271,272,1,4825.031353766824,4848.630299849825,O4 Finishing,2nd Half,O4 Finishing,Square Pass,"Cross, Shot, Set-Piece or Box Entry",Neutral,Transition
272,273,1,4827.964341057826,4843.630492683158,D1 Counterpress,2nd Half,,After O3/O4,Direct to O3/O4 OFF Transit,Successful,
273,274,1,4835.797194433491,4896.364316432825,O4 Finishing,2nd Half,O4 Finishing,Front Area,,,Corner Kick
274,275,1,4870.628114099824,4881.628114099824,off corner,2nd Half,,,,,
275,276,1,4887.399198183159,4898.399198183159,off corner,2nd Half,O2 Build Up,Front Area,"Cross, Shot, Set-Piece or Box Entry",Neutral,
276,277,1,4894.665057266492,4914.566663975158,O2 Build Up,2nd Half,O2 Build Up,O2 After Regain,Ball Loss --> D3 Press,Unsuccessful,
277,278,1,4906.133222641158,4919.563963891493,D1 Counterpress,2nd Half,,After O3/O4,Establishing Pressing,Neutral,
278,279,1,4935.630959891825,4964.898564599492,D3 Middle / Lower Pressing,2nd Half,,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,
279,280,1,4962.997759474825,4975.164197349492,D3 High Pressing,2nd Half,,D3 From Low/Med to High,Stay In Phase,Neutral,
280,281,1,4973.1333343084925,5032.865321349492,D3 Middle / Lower Pressing,2nd Half,,D3 From High to Med/Low,Direct to O3/O4 OFF Transit,Successful,
281,282,1,5013.931591599492,5038.298332516826,O3 Break Through,2nd Half,O3 Break Through,D3 Win Ball Low/Middle,Ball Loss --> D3 Press,Unsuccessful,Transition
282,283,1,5039.133960475158,5064.066368724492,D3 Middle / Lower Pressing,2nd Half,,After Ball Loss,D4 Chance,Unsuccessful,
